Title,Genre,Duration,Rating,Voting
¿Vienes o Voy?,Romance,1h 34m,6.7,14
Reloaded 2,Romance,45m,8.1,996
Addy Daddy,Romance,1h 58m,8,24
Ondu Sarala Prema Kathe,Romance,2h 29m,7.5,711
Because I Love Bad Weather,Romance,1h 40m,6.3,128
Funmilayo Ransome-Kuti,Romance,1h 31m,8.5,93
Goreyan Naal Lagdi Zameen Jatt Di,Romance,1h 48m,7.7,27
Sevmek Yüzünden,Romance,1h 44m,3.6,611
A Fragile Flower,Romance,1h 36m,8.5,1.6K
We Are Faheem & Karun,Romance,1h 21m,9.4,46
Listy do M. Pozegnania i powroty,Romance,2h 3m,6,306
Mi Perfecto Ex,Romance,1h 23m,7.4,19
Murphy,Romance,2h 16m,7.3,2.4K
How to Make Her Leave,Romance,N/A,N/A,N/A
Sunlight,Romance,1h 36m,7.8,16
Shooting My Life's Script,Romance,1h 35m,6.2,333
Amar Prem Ki Prem Kahani,Romance,1h 57m,4.4,628
Welcome to My Side,Romance,1h 42m,7.1,80
Uang Panai' 2 Maha(r)l,Romance,1h 46m,7.7,40
Nikdo me nemá rád,Romance,1h 24m,5.8,36
To potami,Romance,1h 33m,6.3,10
Momma's Boy,Romance,1h 45m,3.8,46
Movie Given Hiiragi Mix.,Romance,1h 10m,7.4,130
Buk Poketer Golpo,Romance,1h 35m,7.9,205
Teriyaan Meriyaan Hera Pheriyan,Romance,2h 5m,6.7,75
Hold Me Close,Romance,1h 38m,6.6,9
"Chances Are, You and I",Romance,2h 12m,6.1,104
Rajkumar,Romance,2h 25m,7.3,2.6K
Meeting Funmi's Parents,Romance,N/A,8.6,15
Kuch Sapney Apne,Romance,2h,8,47
Mr and Mrs Bachelor,Romance,N/A,N/A,N/A
Powder Pup,Romance,1h 29m,6.2,73
Young Lion of the West,Romance,1h 33m,8.1,105
Kacher Manush Dure Thuiya,Romance,2h 24m,7.9,1.1K
Hong lou meng,Romance,2h,3.5,18
3. Gun,Romance,N/A,3.9,127
Rador Pakhi (Morning Sunshine),Romance,2h 9m,N/A,N/A
Sign Here,Romance,1h 40m,6.2,242
Aaram Aravinda Swamy,Romance,2h 12m,9.3,326
Sureshinteyum Sumalathayudeyum Hridayahariyaya Pranayakatha,Romance,2h 18m,5.9,82
Nikoga ne e prosto seks,Romance,N/A,4.8,49
"Love, Wine & Salt: A Tuscan Romance",Romance,N/A,7.1,15
"Step Back, Doors Closing",Romance,1h 38m,9.2,36
Buzzy Noise,Romance,1h 59m,6,47
Gebokste Liefde,Romance,N/A,N/A,N/A
Rabb Da Radio 3,Romance,2h 2m,6.8,6
Kajolrekha,Romance,2h 36m,6.3,169
Artist Unknown,Romance,1h 22m,9.1,10
A Heart for Christmas,Romance,1h 31m,7.5,99
Skinny Love,Romance,1h 32m,8.3,83
Ibbani Tabbida Ileyali,Romance,2h 40m,7.4,828
Shesh Rokkha,Romance,1h 49m,5,16
The Architecture of Love,Romance,1h 50m,6.9,469
Moments We Shared,Romance,2h 11m,5.4,118
Marriage Mansion,Romance,N/A,9.1,22
40,Romance,1h 43m,4.8,18
Coven of the Black Cube,Romance,1h 37m,8.3,18
Lady Outlaw,Romance,1h 44m,6.8,16
The Gifts of Christmas,Romance,N/A,5.9,17
Gingersnap Christmas,Romance,N/A,4.8,25
Bed & Breakfast,Romance,1h 23m,6.2,199
"Sampai Nanti, Hanna!",Romance,1h 50m,7.3,261
Haunted Happy Hour,Romance,1h 29m,7.9,12
Pon Ondru Kanden,Romance,2h,5.7,264
Sihina Nelum Mal,Romance,1h 45m,8,29
Usha Parinayam,Romance,2h 24m,9,2.1K
All's Fair in Love,Romance,1h 55m,6.3,16
DeAr,Romance,2h 12m,5.1,1.3K
Pretty Boys,Romance,1h 7m,5.4,33
A Teacher's Gift,Romance,N/A,N/A,N/A
¿Quién quiere casarse con un Astronauta?,Romance,1h 34m,8.4,8
Assisting Venus,Romance,1h 40m,6.2,27
A Soweto Love Story,Romance,1h 41m,4.4,281
Stranded Pearl,Romance,1h 30m,6,26
Maybe Forever,Romance,N/A,7.9,30
Oshana,Romance,2h 29m,5.8,791
My Zombabe,Romance,1h 45m,5.1,77
Lost & Found You,Romance,N/A,6.9,15
Eating Me Up,Romance,1h 44m,8.6,289
Our Christmas House,Romance,1h 17m,5.4,44
Once Upon A Love Story,Romance,2h 15m,7.6,76
Vidya Vasula Aham,Romance,1h 42m,6.5,91
My Crazy Rich Girlfriend,Romance,N/A,N/A,N/A
Once Upon a Honeymoon,Romance,1h 49m,6.8,21
Lyubov zla,Romance,1h 23m,6.2,395
Our Church Thinks We're Dating,Romance,1h 42m,7.5,59
Neath's Love Story,Romance,1h 46m,7.7,49
The Little Things,Romance,1h 30m,7.7,39
Lyod 3,Romance,2h 14m,6,292
SottoCoperta,Romance,1h 36m,7.6,74
Cinta Tak Seindah Drama Korea,Romance,1h 58m,7.2,45
A Christmas of Wonders,Romance,1h 26m,4.8,120
10 Pasimatymu,Romance,1h 39m,6.3,21
Dhaaak,Romance,2h 8m,8.6,24
The Number,Romance,1h 32m,N/A,N/A
Conclave,Thriller,2h,7.4,127K
Sep-05,Thriller,1h 35m,7.1,19K
The Order,Thriller,1h 56m,6.8,36K
The Surfer,Thriller,1h 43m,6.6,586
Eden,Thriller,2h,6.1,780
Subservience,Thriller,1h 46m,5.4,26K
The Seed of the Sacred Fig,Thriller,2h 47m,7.6,12K
Joker: Folie à Deux,Thriller,2h 18m,5.2,156K
Wolfs,Thriller,1h 48m,6.5,78K
Dead Money,Thriller,1h 40m,5.9,487
Cold Wallet,Thriller,1h 33m,5.2,378
Lucky Baskhar,Thriller,2h 28m,8,29K
Cellar Door,Thriller,1h 37m,5.3,3.4K
Fear,Thriller,1h 55m,8.6,2.7K
Slingshot,Thriller,1h 48m,5.7,8.6K
The Last Breath,Thriller,1h 36m,4.7,1.9K
Bonhoeffer: Pastor. Spy. Assassin.,Thriller,2h 13m,6.3,3.3K
Mothers' Instinct,Thriller,1h 34m,6.3,20K
2073,Thriller,1h 25m,5.1,1.6K
The One That Got Away,Thriller,56m,5.8,6
Undercover,Thriller,1h 40m,7.2,3.5K
Amber Alert,Thriller,1h 30m,6,5.3K
Black Dog,Thriller,1h 56m,7.2,2.2K
Bring Them Down,Thriller,1h 46m,6.8,859
The Calendar Killer,Thriller,1h 37m,5.5,3.9K
The Wasp,Thriller,1h 36m,6.1,4.1K
Inside,Thriller,1h 44m,7,207
Mørkeland,Thriller,1h 39m,6.2,863
The Luckiest Man in America,Thriller,1h 30m,6.9,77
Bad Genius,Thriller,1h 36m,6.2,2.1K
The Painter,Thriller,1h 40m,4.7,2.2K
Breathe,Thriller,1h 33m,4.2,7K
Waves,Thriller,2h 11m,8.2,1.4K
Santosh,Thriller,2h 8m,7,1.4K
Rich Flu,Thriller,1h 56m,7.7,3.8K
Mea Culpa,Thriller,2h,4.2,6.9K
Sector 36,Thriller,2h 3m,7.1,25K
Dead Sea,Thriller,1h 28m,5.3,5.2K
Bedspacer,Thriller,1h 30m,4.4,330
Bogota: City of the Lost,Thriller,1h 48m,5.4,1.8K
The Silent Planet,Thriller,1h 35m,4.7,151
Relay,Thriller,1h 52m,7.5,96
Vanished Into the Night,Thriller,1h 32m,5.2,4.6K
Clear Cut,Thriller,1h 28m,3.7,518
Here Now,Thriller,1h 58m,4.9,260
Lake George,Thriller,1h 58m,6.4,830
Way Home,Thriller,1h 38m,6.7,656
Maharaj,Thriller,2h 11m,6.5,15K
Everyone Is Going to Die,Thriller,1h 24m,6,69
Magpie,Thriller,1h 30m,6.1,2.4K
The Bad Shepherd,Thriller,1h 31m,4.3,741
Tyler Perry's Divorce in the Black,Thriller,2h 23m,4.6,3.5K
Detained,Thriller,1h 37m,4.9,1.4K
The Intruder,Thriller,1h 41m,4.7,487
Laws of Man,Thriller,1h 38m,4.1,319
The Contract,Thriller,1h 45m,6.4,53
Last Night on Earth,Thriller,1h 26m,4.8,314
Taboo: Family Secrets,Thriller,1h 35m,7.9,725
Sons,Thriller,1h 40m,6.5,1.6K
Konchitsya leto,Thriller,1h 58m,7.2,89
Ghost Trail,Thriller,1h 46m,6.7,713
My Nanny Stole My Life,Thriller,N/A,5.4,130
Manjummel Boys,Thriller,2h 15m,8.2,27K
Motel Destino,Thriller,1h 55m,6.6,1.6K
Barron's Cove,Thriller,1h 56m,8,28
The Paradise of Thorns,Thriller,2h 11m,7.7,1.1K
Trapped Inn,Thriller,1h 55m,2.8,877
A Mistake,Thriller,1h 41m,5.5,717
McVeigh,Thriller,1h 30m,6.8,62
Parallel,Thriller,1h 28m,5.3,1.9K
CTRL,Thriller,1h 39m,6.2,5.9K
Stolen,Thriller,1h 45m,5.7,2.2K
Decoded,Thriller,2h 36m,5.8,406
The Sabarmati Report,Thriller,2h 7m,6.4,24K
Sugar Baby,Thriller,1h 28m,4.5,189
Ulajh,Thriller,2h 30m,6,24K
Lazareth,Thriller,1h 26m,4.4,897
Bosco,Thriller,1h 39m,5.6,3.9K
King Ivory,Thriller,2h 10m,7.2,60
Shadow Land,Thriller,1h 29m,3.6,445
Spirit in the Blood,Thriller,1h 38m,4.7,356
Race for Glory: Audi vs. Lancia,Thriller,1h 49m,5.8,4.6K
Guns & Moses,Thriller,1h 34m,8.2,38
Boundless,Thriller,2h 1m,5.6,1.8K
The Diary,Thriller,1h 22m,4.9,876
Steal Her Breath,Thriller,1h 50m,6,60
Shoutai,Thriller,2h,6.8,458
Restless,Thriller,1h 29m,7,66
The Smile Man,Thriller,2h 2m,7.7,1.5K
1 Million Followers,Thriller,1h 41m,4.8,650
Electra,Thriller,1h 25m,7.3,23
The Good Teacher,Thriller,1h 31m,6.6,1.8K
Three Kilometres to the End of the World,Thriller,1h 45m,7,828
Death Down the Aisle,Thriller,1h 30m,5.2,136
Beyond the Rush,Thriller,1h 34m,8.2,373
Out of Control,Thriller,1h 51m,6,92
To a Land Unknown,Thriller,1h 45m,7.3,422
Footage,Thriller,2h 4m,6.3,2.4K
He Ain't Heavy,Thriller,1h 42m,6,348
The Cut,Thriller,1h 39m,7,93
Steppenwolf,Thriller,1h 42m,6.5,236
The Long Game,Thriller,1h 28m,7.8,52
Sharp Corner,Thriller,1h 50m,7.3,75
Hard Home,Thriller,1h 27m,4,523
Maid Droid Origins,Thriller,1h 36m,2.9,307
Disciples in the Moonlight,Thriller,2h 6m,3.8,625
Reawakening,Thriller,1h 30m,6.3,249
Butas,Thriller,1h 52m,4.8,125
Despatch,Thriller,2h 33m,4.4,4.4K
Blink,Thriller,2h 16m,7,1.5K
Last Known Location,Thriller,1h 50m,6.3,1.3K
Beacon,Thriller,1h 36m,5.8,392
Maldoror,Thriller,2h 35m,7.1,530
Fluxx,Thriller,N/A,7.8,38
Hijack '93,Thriller,1h 27m,3.8,837
Protocol-7,Thriller,1h 38m,4.9,259
Junction,Thriller,1h 38m,5.2,308
Black Eyed Susan,Thriller,1h 25m,5,301
She Came Back,Thriller,1h 23m,5.4,84
Frankenstein: Legacy,Thriller,1h 41m,3.6,197
They Whisper,Thriller,1h 30m,5.1,50
Love Bomb,Thriller,1h 15m,3,250
All the Lost Ones,Thriller,1h 45m,3.8,225
Sweet Simona,Thriller,1h 28m,5.3,132
Blue Lock: Episode Nagi,Thriller,1h 31m,6.6,2.4K
From Embers,Thriller,1h 39m,4.8,127
"Pooja, Sir",Thriller,1h 55m,6.4,708
Eat the Night,Thriller,1h 46m,6.2,408
Stranger in the Woods,Thriller,1h 22m,3.5,1.3K
Rest in Peace,Thriller,1h 45m,5.8,2.3K
Belle,Thriller,1h 40m,5.8,13
Altered Reality,Thriller,1h 39m,6.2,63
Legally Veer,Thriller,2h 22m,8.1,4.7K
Lioness,Thriller,1h 44m,7.9,152
Serpent's Path,Thriller,1h 52m,5.8,272
Drone,Thriller,1h 50m,5.5,178
Unexposed,Thriller,1h 3m,7.6,61
Thiru.Manickam,Thriller,2h 2m,8.8,2.5K
The Correspondent,Thriller,1h 59m,8.6,10
Tacoma,Thriller,1h 43m,3.5,166
Balestra,Thriller,2h 25m,5.1,503
The Death That Awaits,Thriller,1h 42m,6.1,562
Boksi Ko Ghar,Thriller,1h 56m,8,835
Unit 234,Thriller,1h 26m,5.5,272
Scorched Earth,Thriller,1h 41m,6.7,495
Visfot,Thriller,2h 10m,5.7,1.1K
Stranger Eyes,Thriller,2h 5m,6.5,255
Grassland,Thriller,1h 28m,8.8,54
The Path,Thriller,N/A,7.3,75
Broken Innocence,Thriller,N/A,5.2,339
In Flight,Thriller,N/A,4.8,56
Once Upon a Time in Hollyweird,Thriller,1h 30m,2,147
The Wingwalker,Thriller,1h 57m,7.1,169
The Shameless,Thriller,1h 54m,5.6,186
Miki,Thriller,1h 46m,6.6,931
The School Duel,Thriller,1h 30m,9,52
The Lady of the Lake,Thriller,1h 27m,2.5,181
Transplant,Thriller,1h 33m,8.2,16
